rate_K_per_min	alpha	T_K	dalpha_dt	Evya_kJ_per_mol	A_xlsx_per_sec
5	0.1001	371.9194	0.00071885	82.7	329426388.1
5	0.1011	372.03495	0.000724598	82.7	329679938
5	0.1021	372.14964	0.000730663	82.7	330078615.4
5	0.1031	372.26329	0.000736756	82.7	330494321.8
5	0.1041	372.37609	0.000742389	82.7	330705243.7
5	0.10511	372.48802	0.000748478	82.8	341992132.2
5	0.10611	372.59899	0.000754489	82.8	342387038.2
5	0.10711	372.70914	0.000760089	82.7	331717934.4
5	0.10811	372.81848	0.000766165	82.8	343024715.2
5	0.10911	372.9269	0.000772197	82.8	343435833.3
5	0.11011	373.03454	0.000777759	82.8	343639980.6
5	0.11111	373.14141	0.000783641	82.6	322511411.8
5	0.11211	373.24744	0.000789689	82.7	333490293.4
5	0.11311	373.35267	0.000795431	83	367646545.5
5	0.11411	373.45718	0.000801005	83	367877656.5
5	0.11512	373.56096	0.000806892	83	368259332.1
5	0.11612	373.66394	0.000812907	83	368698752
5	0.11712	373.76619	0.000818617	83	369002229.5
5	0.11812	373.86774	0.000824207	83	369254640.9
5	0.11912	373.96861	0.000829837	83	369527906.6
5	0.12012	374.06879	0.000835815	83.1	382047563.7
5	0.12112	374.16822	0.000841749	83.1	382472338.4
5	0.12212	374.26699	0.000847326	83.1	382737271.8
5	0.12312	374.36511	0.000852894	83.1	383001431.2
5	0.12412	374.4626	0.000858475	83.1	383274357.5
5	0.12513	374.55945	0.000864227	83.1	383630935.1
5	0.12613	374.65565	0.000870158	83.1	384065100.7
5	0.12713	374.75118	0.000875916	83.1	384426158.1
5	0.12813	374.84612	0.000881491	83.2	397253616.4
5	0.12913	374.94045	0.000887078	83.2	397551337.4
5	0.13013	375.03419	0.000892657	83.2	397848503.7
5	0.13113	375.12735	0.000898236	83.2	398148615.6
5	0.13213	375.21993	0.000903822	83.2	398454933.7
5	0.13313	375.31193	0.000909502	83.2	398805728.9
5	0.13413	375.40336	0.000915285	83.2	399204154.5
5	0.13514	375.49421	0.000920937	83.2	399553057.8
5	0.13614	375.58452	0.000926457	83.2	399842717.6
5	0.13714	375.67429	0.00093199	83.2	400141054
5	0.13814	375.76353	0.000937521	83.3	413466619.4
5	0.13914	375.85224	0.000943041	83.3	413771992.7
5	0.14014	375.94044	0.00094856	83.3	414079727
5	0.14114	376.02813	0.000954093	83.3	414396493.9
5	0.14214	376.1153	0.000959629	83.3	414717889.9
5	0.14314	376.20198	0.00096514	83.3	415031120.8
5	0.14414	376.28816	0.000970625	83.3	415336355.5
5	0.14515	376.37386	0.000976107	83.3	415647965.7
5	0.14615	376.45908	0.000981581	83.4	429458636
5	0.14715	376.54383	0.000987026	83.4	429762071.9
5	0.14815	376.62811	0.000992457	83.4	430062613.7
5	0.14915	376.71193	0.000997889	83.4	430366643.8
5	0.15015	376.7953	0.001	83.4	429248018.2
5	0.15115	376.87821	0.00101	83.4	431516538.6
5	0.15215	376.96069	0.00101	83.5	443442598.6
5	0.15315	377.04272	0.00102	83.5	445770549.1
5	0.15415	377.12433	0.00102	83.5	443732376.4
5	0.15516	377.2055	0.00103	83.5	446054818.1
5	0.15616	377.28626	0.00104	83.5	448356553.3
5	0.15716	377.3666	0.00104	83.5	446351735.6
5	0.15816	377.44653	0.00105	83.5	448643216.2
5	0.15916	377.52605	0.00105	83.5	446666333.4
5	0.16016	377.60518	0.00106	83.5	448947409.3
5	0.16116	377.68391	0.00106	83.5	446997418.4
5	0.16216	377.76224	0.00107	83.6	463803694.8
5	0.16316	377.84019	0.00107	83.6	461814925.4
5	0.16416	377.91776	0.00108	83.6	464146335.8
5	0.16517	377.99495	0.00108	83.6	462189762.5
5	0.16617	378.07176	0.00109	83.6	464511488.8
5	0.16717	378.1482	0.00109	83.7	477525429.9
5	0.16817	378.22425	0.0011	83.7	479909848.7
5	0.16917	378.29995	0.0011	83.7	477935058.6
5	0.17017	378.37529	0.00111	83.7	480309258.1
5	0.17117	378.45028	0.00111	83.6	463395934.7
5	0.17217	378.52492	0.00112	83.7	480724475.5
5	0.17317	378.59923	0.00113	83.7	483074907.1
5	0.17417	378.67321	0.00113	83.7	481153766.7
5	0.17518	378.74685	0.00114	83.8	499101404.6
5	0.17618	378.82017	0.00114	83.8	497139970
5	0.17718	378.89313	0.00115	83.8	499544340.7
5	0.17818	378.96575	0.00115	83.8	497609058
5	0.17918	379.03806	0.00116	83.8	500004135.8
5	0.18018	379.11006	0.00116	83.8	498092146.4
5	0.18118	379.18174	0.00117	83.8	500477878.1
5	0.18218	379.25313	0.00117	83.8	498588782.8
5	0.18318	379.32421	0.00118	83.8	500964746.7
5	0.18418	379.39497	0.00118	83.8	499099200.8
5	0.18519	379.4654	0.00119	83.8	501473923.6
5	0.18619	379.53553	0.00119	83.8	499631858.9
5	0.18719	379.60538	0.0012	83.8	501991224.8
5	0.18819	379.67494	0.0012	83.8	500170516
5	0.18919	379.74423	0.00121	83.9	518691959.3
5	0.19019	379.81322	0.00121	83.9	516831695.4
5	0.19119	379.88189	0.00122	83.9	519247441.8
5	0.19219	379.95028	0.00122	83.9	517410275.8
5	0.19319	380.01841	0.00123	83.9	519816807.6
5	0.19419	380.08628	0.00123	83.9	517999811
5	0.1952	380.15389	0.00124	83.9	520403422.1
5	0.1962	380.22118	0.00124	84	535276628.6
5	0.1972	380.2882	0.00125	84	537741364.1
5	0.1982	380.35498	0.00125	83.9	519224676.7
5	0.1992	380.4215	0.00126	83.9	521606546.1
5	0.2002	380.48778	0.00126	84	536546897.9
5	0.2012	380.55376	0.00127	84	538995034.3
5	0.2022	380.61948	0.00127	84	537202361.1
5	0.2032	380.68496	0.00128	84	539642252.8
5	0.2042	380.75022	0.00128	84	537868061.3
5	0.20521	380.81523	0.00129	84	540305885.7
5	0.20621	380.87994	0.00129	84	538553528.3
5	0.20721	380.94443	0.0013	84	540978120.6
5	0.20821	381.00869	0.0013	84	539243833.4
5	0.20921	381.07274	0.00131	84	541659432.7
5	0.21021	381.13651	0.00131	84.1	557256004.7
5	0.21121	381.20004	0.00132	84.1	559740432.1
5	0.21221	381.26335	0.00132	84	540658515.6
5	0.21321	381.32647	0.00132	84.1	556247792.7
5	0.21421	381.38932	0.00133	84.1	558727241.4
5	0.21522	381.45193	0.00133	84.1	557016155.4
5	0.21622	381.51434	0.00134	84.1	559487939.3
5	0.21722	381.57656	0.00134	84.1	557785942.9
5	0.21822	381.63852	0.00135	84.2	578189193.4
5	0.21922	381.70025	0.00135	84.1	558568945.3
5	0.22022	381.76179	0.00136	84.1	561026299
5	0.22122	381.82314	0.00136	84.2	577261200.8
5	0.22222	381.88423	0.00137	84.2	579788119.7
5	0.22322	381.94512	0.00137	84.2	578085311.1
5	0.22422	382.00582	0.00138	84.2	580604112.1
5	0.22523	382.06634	0.00138	84.2	578924718.7
5	0.22623	382.12659	0.00139	84.2	581438290.5
5	0.22723	382.18666	0.00139	84.2	579770572.6
5	0.22823	382.24656	0.0014	84.2	582275284.3
5	0.22923	382.30625	0.0014	84.3	599181577.2
5	0.23023	382.36571	0.0014	84.3	597490637.6
5	0.23123	382.425	0.00141	84.3	600069071.1
5	0.23223	382.48414	0.00141	84.3	598392453.1
5	0.23323	382.543	0.00142	84.3	600966020.3
5	0.23423	382.60171	0.00142	84.3	599308297.5
5	0.23524	382.66026	0.00143	84.3	601880302.2
5	0.23624	382.71859	0.00143	84.3	600239402.5
5	0.23724	382.77672	0.00144	84.3	602799129.5
5	0.23824	382.8347	0.00144	84.3	601173822
5	0.23924	382.8925	0.00145	84.4	622991767.1
5	0.24024	382.95007	0.00145	84.3	602118549.3
5	0.24124	383.0075	0.00145	84.3	600523199
5	0.24224	383.06478	0.00146	84.4	622306979.5
5	0.24324	383.12181	0.00146	84.3	601492926.7
5	0.24424	383.17871	0.00147	84.3	604035545.7
5	0.24525	383.23546	0.00147	84.4	621687174.3
5	0.24625	383.29198	0.00148	84.4	624303405.1
5	0.24725	383.34835	0.00148	84.3	603468349.8
5	0.24825	383.4046	0.00149	84.4	625310151.9
5	0.24925	383.46061	0.00149	84.4	623726192.1
5	0.25025	383.51648	0.00149	84.4	622154062.7
5	0.25125	383.57223	0.0015	84.4	624757888.2
5	0.25225	383.62775	0.0015	84.4	623201822.5
5	0.25325	383.68313	0.00151	84.4	625801817.8
5	0.25425	383.73838	0.00151	84.5	644135038.6
5	0.25526	383.79342	0.00152	84.5	646818679.8
5	0.25626	383.84832	0.00152	84.4	625334704.8
5	0.25726	383.90311	0.00153	84.5	647906262.8
5	0.25826	383.95768	0.00153	84.5	646343203.3
5	0.25926	384.01212	0.00153	84.4	624908607.7
5	0.26026	384.06644	0.00154	84.5	647455057.1
5	0.26126	384.12054	0.00154	84.5	645919595.3
5	0.26226	384.17453	0.00155	84.5	648578893.4
5	0.26326	384.22839	0.00155	84.5	647055188.5
5	0.26426	384.28204	0.00156	84.5	649711068.4
5	0.26527	384.3356	0.00156	84.5	648210642.3
5	0.26627	384.389	0.00156	84.5	646713871.1
5	0.26727	384.44222	0.00157	84.5	649366492.1
5	0.26827	384.49535	0.00157	84.5	647882808
5	0.26927	384.5483	0.00158	84.6	671198473
5	0.27027	384.6011	0.00158	84.5	649061757.6
5	0.27127	384.65382	0.00159	84.6	672401635.9
5	0.27227	384.70632	0.00159	84.6	670899211
5	0.27327	384.75872	0.00159	84.5	648804116.4
5	0.27427	384.81101	0.0016	84.6	672125196.2
5	0.27528	384.8631	0.0016	84.6	670657319.2
5	0.27628	384.91511	0.00161	84.6	673371457.4
5	0.27728	384.96696	0.00161	84.6	671906534.9
5	0.27828	385.01867	0.00161	84.6	670453168.9
5	0.27928	385.07029	0.00162	84.6	673164336.2
5	0.28028	385.12172	0.00162	84.6	671725015.4
5	0.28128	385.17305	0.00163	84.6	674432920.3
5	0.28228	385.22426	0.00163	84.6	673004908.5
5	0.28328	385.2753	0.00164	84.6	675709859.5
5	0.28428	385.32627	0.00164	84.7	695674057.9
5	0.28529	385.37707	0.00164	84.7	694233422
5	0.28629	385.42775	0.00165	84.6	675602436.5
5	0.28729	385.47834	0.00165	84.7	695579016.3
5	0.28829	385.52875	0.00166	84.7	698360421.1
5	0.28929	385.57909	0.00166	84.7	696934483.6
5	0.29029	385.62928	0.00166	84.7	695520608.1
5	0.29129	385.67935	0.00167	84.7	698298734.5
5	0.29229	385.72934	0.00167	84.7	696895651.5
5	0.29329	385.77914	0.00168	84.7	699671148.4
5	0.29429	385.82888	0.00168	84.7	698281283.2
5	0.2953	385.87847	0.00168	84.7	696913231.4
5	0.2963	385.92795	0.00169	84.7	699685394.6
5	0.2973	385.97735	0.00169	84.8	720421535.7
5	0.2983	386.02657	0.0017	84.7	701087518.2
5	0.2993	386.07574	0.0017	84.8	721875002.2
5	0.3003	386.12475	0.0017	84.8	720486642.5
5	0.3013	386.17367	0.00171	84.7	701155411.7
5	0.3023	386.22249	0.00171	84.8	721959892.2
5	0.3033	386.27116	0.00171	84.7	698501901
5	0.3043	386.31977	0.00172	84.8	723442548.2
5	0.30531	386.36821	0.00172	84.8	722100164.1
5	0.30631	386.41659	0.00173	84.8	724945392.2
5	0.30731	386.46484	0.00173	84.8	723603410.5
5	0.30831	386.51298	0.00173	84.8	722271437
5	0.30931	386.56105	0.00174	84.8	725114783.4
5	0.31031	386.60896	0.00174	84.8	723795602
5	0.31131	386.65682	0.00175	84.8	726635592.8
5	0.31231	386.70453	0.00175	84.8	725327767.7
5	0.31331	386.75216	0.00175	84.8	724028358.5
5	0.31431	386.79968	0.00176	84.8	726868744
5	0.31532	386.84709	0.00176	84.8	725592292.4
5	0.31632	386.89444	0.00176	84.9	747183947.3
5	0.31732	386.94163	0.00177	84.8	727153372.6
5	0.31832	386.98878	0.00177	84.9	748800394.8
5	0.31932	387.03578	0.00178	84.8	728722449.8
5	0.32032	387.08271	0.00178	84.9	750426168.2
5	0.32132	387.12953	0.00178	84.9	749137884.6
5	0.32232	387.17626	0.00179	84.9	752060051.1
5	0.32332	387.2229	0.00179	84.9	750782588.2
5	0.32432	387.26942	0.00179	84.9	749515629.5
5	0.32533	387.3159	0.0018	85	776179864.1
5	0.32633	387.36221	0.0018	84.9	751191827.1
5	0.32733	387.40849	0.00181	84.9	754109441.7
5	0.32833	387.45463	0.00181	84.9	752865255.7
5	0.32933	387.50071	0.00181	84.9	751628417.3
5	0.33033	387.54669	0.00182	84.9	754546801.9
5	0.33133	387.59257	0.00182	84.9	753321918.3
5	0.33233	387.63839	0.00182	85	775806955
5	0.33333	387.68408	0.00183	84.9	755023384.3
5	0.33433	387.72973	0.00183	85	777567138.1
5	0.33534	387.77523	0.00183	84.9	752632269.3
5	0.33634	387.82071	0.00184	85	779348173
5	0.33734	387.86603	0.00184	84.9	754364078.4
5	0.33834	387.91132	0.00184	85	776905166.9
5	0.33934	387.95649	0.00185	84.9	756104050.4
5	0.34034	388.0016	0.00185	85	778705699.3
5	0.34134	388.04661	0.00185	85	777507999.2
5	0.34234	388.09154	0.00186	85	780515013.9
5	0.34334	388.1364	0.00186	85	779327166.1
5	0.34434	388.18115	0.00187	84.9	758463779.6
5	0.34535	388.22585	0.00187	85	781167406.8
5	0.34635	388.27042	0.00187	84.9	756208439
5	0.34735	388.31497	0.00188	85	783004693.8
5	0.34835	388.35938	0.00188	85	781848783.9
5	0.34935	388.40376	0.00188	85	780698543.7
5	0.35035	388.44801	0.00189	85	783705831
5	0.35135	388.49223	0.00189	85	782566117.1
5	0.35235	388.53633	0.00189	85	781436801.4
5	0.35335	388.58038	0.0019	85	784442792.7
5	0.35435	388.62433	0.0019	85	783323524.8
5	0.35536	388.66822	0.0019	85	782223567.1
5	0.35636	388.71203	0.00191	85.1	809908042.3
5	0.35736	388.75576	0.00191	85.1	808769148.8
5	0.35836	388.79942	0.00191	85.1	807638178.7
5	0.35936	388.84299	0.00192	85	786044477
5	0.36036	388.88651	0.00192	85.1	809617756.2
5	0.36136	388.92993	0.00192	85	783885348.5
5	0.36236	388.9733	0.00193	85.1	811606718.7
5	0.36336	389.01657	0.00193	85	785829369.7
5	0.36436	389.0598	0.00193	85.1	809410976.8
5	0.36537	389.10292	0.00194	85	787794731.6
5	0.36637	389.14602	0.00194	85.1	811441974.6
5	0.36737	389.18899	0.00194	85.1	810367812.5
5	0.36837	389.23195	0.00194	85.1	809298160.1
5	0.36937	389.27478	0.00195	85.1	812405743.8
5	0.37037	389.3176	0.00195	85.1	811346184
5	0.37137	389.36029	0.00195	85.1	810297677.6
5	0.37237	389.40297	0.00196	85.2	838920165.4
5	0.37337	389.44553	0.00196	85.1	812364756.8
5	0.37437	389.48808	0.00196	85.2	836776139.5
5	0.37538	389.5305	0.00197	85.1	814454128.9
5	0.37638	389.57291	0.00197	85.2	838935942.6
5	0.37738	389.6152	0.00197	85.1	812416143.2
5	0.37838	389.65748	0.00198	85.2	841091712.2
5	0.37938	389.69964	0.00198	85.1	814521578.2
5	0.38038	389.74178	0.00198	85.2	839020214.6
5	0.38138	389.78382	0.00198	85.1	812532737.7
5	0.38238	389.82583	0.00199	85.2	841205873.5
5	0.38338	389.86774	0.00199	85.1	814667208.3
5	0.38438	389.90963	0.00199	85.2	839184041.3
5	0.38539	389.95141	0.002	85.1	816824275.4
5	0.38639	389.99317	0.002	85.2	841413313.4
5	0.38739	390.03483	0.002	85.2	840424710.4
5	0.38839	390.07647	0.00201	85.2	843638345.5
5	0.38939	390.11801	0.00201	85.2	842659445
5	0.39039	390.15952	0.00201	85.2	841686139.1
5	0.39139	390.20094	0.00201	85.2	840721812.2
5	0.39239	390.24233	0.00202	85.2	843940975.2
5	0.39339	390.28363	0.00202	85.2	842986427.1
5	0.39439	390.32491	0.00202	85.2	842036874.8
5	0.3954	390.36609	0.00203	85.2	845274661.8
5	0.3964	390.40725	0.00203	85.2	844334969.6
5	0.3974	390.44831	0.00203	85.2	843404798.5
5	0.3984	390.48935	0.00203	85.2	842479593.6
5	0.3994	390.5303	0.00204	85.2	845708938.1
5	0.4004	390.57123	0.00204	85.3	871213810.4
5	0.4014	390.61206	0.00204	85.2	843886760.5
5	0.4024	390.65289	0.00205	85.2	847116502.2
5	0.4034	390.69361	0.00205	85.2	846219617.9
5	0.4044	390.73432	0.00205	85.3	871753310.3
5	0.40541	390.77493	0.00205	85.2	844458268.2
5	0.40641	390.81554	0.00206	85.3	874188646.6
5	0.40741	390.85603	0.00206	85.2	846821126.6
5	0.40841	390.89653	0.00206	85.3	872386004.1
5	0.40941	390.93692	0.00207	85.2	849194132.7
5	0.41041	390.97731	0.00207	85.3	874837530.2
5	0.41141	391.0176	0.00207	85.3	873957578.2
5	0.41241	391.05788	0.00207	85.3	873082103.7
5	0.41341	391.09807	0.00208	85.2	849885765.3
5	0.41441	391.13825	0.00208	85.3	875563361.4
5	0.41542	391.17834	0.00208	85.3	874721468.6
5	0.41642	391.21841	0.00208	85.3	873869672.5
5	0.41742	391.2584	0.00209	85.3	877223672.9
5	0.41842	391.29836	0.00209	85.3	876382018.6
5	0.41942	391.33827	0.00209	85.3	875547171.9
5	0.42042	391.37812	0.00209	85.3	874719707.9
5	0.42142	391.41793	0.0021	85.3	878079775.6
5	0.42242	391.45769	0.0021	85.3	877261389.4
5	0.42342	391.49741	0.0021	85.3	876449213.9
5	0.42442	391.53706	0.0021	85.3	875644998.9
5	0.42543	391.57669	0.00211	85.4	906446720.5
5	0.42643	391.61624	0.00211	85.3	878232610.6
5	0.42743	391.65578	0.00211	85.4	904807278.7
5	0.42843	391.69524	0.00211	85.3	876661187.4
5	0.42943	391.73469	0.00212	85.4	907475179.2
5	0.43043	391.77405	0.00212	85.3	879263740.4
5	0.43143	391.81341	0.00212	85.4	905882355.7
5	0.43243	391.85268	0.00212	85.3	877737475.8
5	0.43343	391.89194	0.00213	85.4	908582568.8
5	0.43443	391.93112	0.00213	85.3	880370904.8
5	0.43544	391.97029	0.00213	85.4	907052663.2
5	0.43644	392.0094	0.00213	85.4	906289588.2
5	0.43744	392.04847	0.00214	85.4	909784227.5
5	0.43844	392.0875	0.00214	85.4	909030395.7
5	0.43944	392.12648	0.00214	85.4	908283574.2
5	0.44044	392.16543	0.00214	85.4	907542542.7
5	0.44144	392.20432	0.00215	85.4	911046539.4
5	0.44244	392.24319	0.00215	85.4	910314880.8
5	0.44344	392.282	0.00215	85.4	909590846.3
5	0.44444	392.32079	0.00215	85.4	908872000.9
5	0.44545	392.35951	0.00215	85.4	908177749
5	0.44645	392.39822	0.00216	85.4	911692510.5
5	0.44745	392.43686	0.00216	85.4	910991431.4
5	0.44845	392.47549	0.00216	85.4	910294941.9
5	0.44945	392.51405	0.00216	85.4	909606681.3
5	0.45045	392.55259	0.00217	85.4	913131590.3
5	0.45145	392.59108	0.00217	85.4	912452394.6
5	0.45245	392.62954	0.00217	85.4	911779015.5
5	0.45345	392.66796	0.00217	85.4	911112057.6
5	0.45445	392.70634	0.00217	85.4	910451517
5	0.45546	392.74469	0.00218	85.4	914006180.9
5	0.45646	392.78298	0.00218	85.4	913356107.2
5	0.45746	392.82127	0.00218	85.4	912710038.8
5	0.45846	392.85948	0.00218	85.4	912072835.3
5	0.45946	392.89769	0.00219	85.4	915620551.3
5	0.46046	392.93583	0.00219	85.4	914992733.6
5	0.46146	392.97396	0.00219	85.4	914369546
5	0.46246	393.01204	0.00219	85.4	913753421.5
5	0.46346	393.05009	0.00219	85.4	913143141.9
5	0.46446	393.0881	0.0022	85.4	916706159.5
5	0.46547	393.12608	0.0022	85.4	916122581.8
5	0.46647	393.16403	0.0022	85.4	915527755.9
5	0.46747	393.20194	0.0022	85.4	914939407.3
5	0.46847	393.23983	0.0022	85.5	942755558.4
5	0.46947	393.27765	0.00221	85.4	917935081.9
5	0.47047	393.31548	0.00221	85.4	917361135.2
5	0.47147	393.35324	0.00221	85.4	916795520.3
5	0.47247	393.391	0.00221	85.4	916233975.1
5	0.47347	393.4287	0.00221	85.4	915680150.7
5	0.47447	393.46638	0.00221	85.5	943538316.8
5	0.47548	393.50402	0.00222	85.4	918745514.5
5	0.47648	393.54164	0.00222	85.4	918206370.6
5	0.47748	393.57923	0.00222	85.5	946150455.6
5	0.47848	393.61677	0.00222	85.4	917147084.6
5	0.47948	393.65431	0.00222	85.5	945064391
5	0.48048	393.69178	0.00223	85.4	920238149.4
5	0.48148	393.72926	0.00223	85.5	948255712.5
5	0.48248	393.76667	0.00223	85.4	919221767.4
5	0.48348	393.80408	0.00223	85.5	947215234.2
5	0.48448	393.84144	0.00223	85.5	946704546.8
5	0.48549	393.87878	0.00223	85.5	946217784.4
5	0.48649	393.91609	0.00224	85.5	949959715.3
5	0.48749	393.95337	0.00224	85.5	949464714.2
5	0.48849	393.99063	0.00224	85.5	948975284.9
5	0.48949	394.02784	0.00224	85.4	919977509.6
5	0.49049	394.06506	0.00224	85.5	948015045.3
5	0.49149	394.10221	0.00225	85.5	951775611.3
5	0.49249	394.13936	0.00225	85.5	951308321
5	0.49349	394.17647	0.00225	85.5	950847909.9
5	0.49449	394.21356	0.00225	85.5	950393123.6
5	0.4955	394.25062	0.00225	85.5	949963425.8
5	0.4965	394.28765	0.00225	85.5	949521191.2
5	0.4975	394.32466	0.00225	85.5	949084598.4
5	0.4985	394.36163	0.00226	85.5	952871152.3
5	0.4995	394.39861	0.00226	85.6	981937288.1
5	0.5005	394.43552	0.00226	85.5	952024365.3
5	0.5015	394.47243	0.00226	85.5	951609821.7
5	0.5025	394.5093	0.00226	85.5	951202234.6
5	0.5035	394.54616	0.00226	85.5	950799724.7
5	0.5045	394.58299	0.00227	85.5	954608881.6
5	0.50551	394.6198	0.00227	85.5	954236003.1
5	0.50651	394.65659	0.00227	85.5	953849612.7
5	0.50751	394.69334	0.00227	85.5	953470243.4
5	0.50851	394.73009	0.00227	85.5	953095385.2
5	0.50951	394.76679	0.00227	85.5	952728192.1
5	0.51051	394.80349	0.00227	85.5	952365527.9
5	0.51151	394.84015	0.00228	85.5	956203792
5	0.51251	394.8768	0.00228	85.5	955851811.8
5	0.51351	394.91342	0.00228	85.5	955506300.9
5	0.51451	394.95002	0.00228	85.5	955166637.9
5	0.51552	394.98661	0.00228	85.6	984375752
5	0.51652	395.02315	0.00228	85.5	954525265.9
5	0.51752	395.0597	0.00228	85.5	954202610.5
5	0.51852	395.0962	0.00229	85.5	958071447.2
5	0.51952	395.1327	0.00229	85.5	957759845.9
5	0.52052	395.16917	0.00229	85.5	957454810.2
5	0.52152	395.20562	0.00229	85.5	957155719.8
5	0.52252	395.24206	0.00229	85.5	956861955.7
5	0.52352	395.27847	0.00229	85.5	956574789.5
5	0.52452	395.31487	0.00229	85.5	956292973.1
5	0.52553	395.35124	0.00229	85.5	956037926.3
5	0.52653	395.3876	0.00229	85.5	955768141.1
5	0.52753	395.42393	0.0023	85.6	989317239.5
5	0.52853	395.46025	0.0023	85.5	959418643.7
5	0.52953	395.49656	0.0023	85.6	988783595.5
5	0.53053	395.53284	0.0023	85.5	958918492.2
5	0.53153	395.56912	0.0023	85.6	988274386
5	0.53253	395.60536	0.0023	85.6	988029872
5	0.53353	395.6416	0.0023	85.6	987790370.2
5	0.53453	395.67781	0.0023	85.6	987557844.6
5	0.53554	395.71401	0.0023	85.5	957792765.8
5	0.53654	395.7502	0.00231	85.6	991423055.6
5	0.53754	395.78636	0.00231	85.5	961538463.1
5	0.53854	395.82252	0.00231	85.6	990998170.3
5	0.53954	395.85864	0.00231	85.5	961144086.7
5	0.54054	395.89477	0.00231	85.5	960955002.6
5	0.54154	395.93087	0.00231	85.6	990407797.2
5	0.54254	395.96696	0.00231	85.6	990223070.6
5	0.54354	396.00303	0.00231	85.6	990044837.1
5	0.54454	396.03909	0.00231	85.6	989872463.4
5	0.54555	396.07514	0.00231	85.6	989727744.9
5	0.54655	396.11117	0.00232	85.5	964126980.3
5	0.54755	396.1472	0.00232	85.6	993696366.2
5	0.54855	396.1832	0.00232	85.6	993548312
5	0.54955	396.21919	0.00232	85.6	993406232
5	0.55055	396.25517	0.00232	85.5	963573470.3
5	0.55155	396.29114	0.00232	85.6	993140069.2
5	0.55255	396.3271	0.00232	85.6	993016024.4
5	0.55355	396.36303	0.00232	85.6	992899331.1
5	0.55455	396.39897	0.00232	85.6	992787405.7
5	0.55556	396.43488	0.00232	85.6	992705206.3
5	0.55656	396.47079	0.00232	85.6	992606178.2
5	0.55756	396.50668	0.00232	85.5	962858403.6
5	0.55856	396.54257	0.00232	85.6	992427182.9
5	0.55956	396.57844	0.00233	85.6	996624615.8
5	0.56056	396.6143	0.00233	85.6	996550564.5
5	0.56156	396.65016	0.00233	85.6	996482101.9
5	0.56256	396.68599	0.00233	85.6	996421206.2
5	0.56356	396.72182	0.00233	85.5	966611222.3
5	0.56456	396.75764	0.00233	85.6	996316987
5	0.56557	396.79345	0.00233	85.6	996297293.6
5	0.56657	396.82925	0.00233	85.6	996261072
5	0.56757	396.86504	0.00233	85.5	966491103.5
5	0.56857	396.90083	0.00233	85.6	996207130.1
5	0.56957	396.9366	0.00233	85.6	996190108.4
5	0.57057	396.97237	0.00233	85.6	996178883.5
5	0.57157	397.00812	0.00233	85.6	996174781.7
5	0.57257	397.04388	0.00233	85.6	996175875.5
5	0.57357	397.07962	0.00233	85.6	996184142
5	0.57457	397.11535	0.00233	85.6	996198955.9
5	0.57558	397.15109	0.00233	85.6	996242514.6
5	0.57658	397.18681	0.00234	85.6	1000545743
5	0.57758	397.22253	0.00234	85.6	1000579254
5	0.57858	397.25823	0.00234	85.5	970778075.4
5	0.57958	397.29394	0.00234	85.6	1000666345
5	0.58058	397.32964	0.00234	85.6	1000719327
5	0.58158	397.36533	0.00234	85.5	970940232.1
5	0.58258	397.40102	0.00234	85.6	1000844957
5	0.58358	397.4367	0.00234	85.5	971079966.1
5	0.58458	397.47238	0.00234	85.6	1000996560
5	0.58559	397.50805	0.00234	85.6	1001106493
5	0.58659	397.54372	0.00234	85.6	1001198585
5	0.58759	397.57938	0.00234	85.6	1001297614
5	0.58859	397.61504	0.00234	85.5	971563984.4
5	0.58959	397.6507	0.00234	85.5	971674981.2
5	0.59059	397.68635	0.00234	85.5	971792796.2
5	0.59159	397.722	0.00234	85.5	971916828
5	0.59259	397.75765	0.00234	85.6	1001890052
5	0.59359	397.79329	0.00234	85.5	972184296.5
5	0.59459	397.82894	0.00234	85.5	972327163.8
5	0.5956	397.86458	0.00234	85.5	972501051.9
5	0.5966	397.90022	0.00234	85.5	972657329.7
5	0.5976	397.93586	0.00234	85.5	972820014.2
5	0.5986	397.9715	0.00234	85.6	1002844709
5	0.5996	398.00713	0.00234	85.5	973165366.4
5	0.6006	398.04277	0.00234	85.6	1003208606
5	0.6016	398.0784	0.00234	85.5	973536744.2
5	0.6026	398.11403	0.00234	85.5	973732593.8
5	0.6036	398.14967	0.00234	85.5	973934421
5	0.6046	398.1853	0.00234	85.5	974143524.6
5	0.60561	398.22094	0.00234	85.5	974383381.9
5	0.60661	398.25657	0.00234	85.5	974605950.1
5	0.60761	398.29221	0.00234	85.5	974834639.3
5	0.60861	398.32784	0.00234	85.5	975070750.3
5	0.60961	398.36348	0.00234	85.5	975313056.1
5	0.61061	398.39912	0.00234	85.5	975562226.5
5	0.61161	398.43476	0.00234	85.5	975818299.5
5	0.61261	398.47041	0.00234	85.5	976080681.3
5	0.61361	398.50605	0.00234	85.5	976350675.2
5	0.61461	398.5417	0.00234	85.5	976627056.2
5	0.61562	398.57736	0.00234	85.5	976935279
5	0.61662	398.61301	0.00234	85.5	977225892
5	0.61762	398.64867	0.00234	85.5	977523013.2
5	0.61862	398.68433	0.00234	85.5	977827315.9
5	0.61962	398.72	0.00234	85.5	978138209.3
5	0.62062	398.75567	0.00234	85.5	978456367.9
5	0.62162	398.79134	0.00234	85.5	978781834.4
